,subject,sentence
45004, אני ,"אני בעד להוסיף גמר חתימה טובה
"
45005, אני ,"אני בעד תקופת ניסיון של חודש
"
45006, אני  דף ,"אני חושבת שהדף ערוך יפה מאד
"
45007, אני ,"אני לא הסרתי אף פרט מידע חשוב
"
45008, אני ,"אני לא חושב שאפשר לדייק יותר
"
45009, אני  דוד ,"אני לא חושב שדוד שי יסכים איתך
"
45010, אני  קטגוריה ,"אני לא חושב שהקטגוריה מזיקה
"
45011, אני  תבנית ,"אני לא חושב שהתבנית לא מתאימה
"
45012, אני  זה  מה ,"אני לא חושב שזה מה שכתוב בערך
"
45013, אני  זו ,"אני לא חושב שזו דרישה בלתי סבירה
"
45014, אני ,"אני לא חושב שיש פה סתירה כלשהי
"
45015, אני  פיתרון ,"אני לא חושב שיש פיתרון קל לכך
"
45016, אני ,"אני לא חושב שיש רעיון טוב יותר
"
45017, אני ,"אני לא מאמין שלא הייתי במשחק
"
45018, אני ,"אני לא מתכוון למחוק את הפסקה
"
45019, אני ,"אני לא רואה סיבה למחוק את הערך
"
45020, אני ,"אני מאד שמחה על כתיבת הערך
"
45021, אני ,"אני מבקש למחוק את משתמש זה
"
45022, אני ,"אני מבקשת למחוק את המשפט
"
45023, אני  עניין ,"אני מודה שיש גם עניין ביולוגי
"
45024, אני ,"אני מציע למחוק את המשפט הזה
"
45025, אני  פעם ,"אני מקווה שהפעם לא ימחקו אותו
"
45026, אני  ערכים ,"אני מת שהערכים ההם ימחקו
"
45027, אני ,"אני עדיין חושב שעדיף להשאיר
"
45028, אני  אתה ,"אני פשוט חדש פה כפי שאתה מבין
"
45029, אני ,"אני שוב מבקש סליחה על מה שקרה
"
45030, אסף ,"אסף אלון לאחר שביתת הרעב
"
45031, זה ,"אפוא הוקי קרח ששם זה מושג יסוד
"
45034, פעמים ,"את יוחנן חיות העלו שש פעמים
"
45036, הם ,"אתה או הם מוזמנים לנסח גרסה
"
45037, אתה  עובדות ,"אתה הוכחת שיש עובדות לא נכונות
"
45038, אתה  יכול  רווח ,"אתה יכול לתת פקודה שיהיה רווח
"
45039, אתה  הבדל ,"אתה לא חושב שיש הבדל משמעותי
"
45040, אתה ,"אתה מוזמן להרחיב בערך שדה דב
"
45041, אתה ,"אתה מחפש פורום כלשהו בתפוז
"
45042, אתה ,"אתה מתעלם מנקודה מאוד חשובה
"
45044, הוא ,"באופן כללי המשחק הוא די בסיסי
"
45045, תגובה ,"באין תגובה יש למחוק או לשכתב
"
45046, כול ,"באמת לא הבנתי למה הכול נמחק
"
45048, חברות ,"בהמשך קנתה עוד חברות נוספות
"
45049, בוא ,"בוא נמשיך בדף השיחה שלך בסדר
"
45051, בואו ,"בואו נמשיך את הדיון בדף השיחה
"
45053, בודק ,"בודק אפילו לא חייב להיות מפעיל
"
45055, הוא ,"ביהדות הוא מכונה גם "" ויכוח פריז ""
"
45056, ביוגרפיה ,"ביוגרפיה מורחבת של פינק פלויד
"
45057, הוא ,"בינתיים הוא עדיין בכלא הצבאי
"
45059, אני ,"בכל אופן אני מעביר את המורחב
"
45062, ערך ,"בכל מקרה הערך יורחב בקרוב
"
45063, אתה ,"בכל מקרה מה אתה מצפה מערך זה
"
45065, מילון ,"במובן מסוים היא כן מילון מורחב
"
45066, היא  תמחק ,"במידה והיא תמחק לא אעלה אותה שוב
"
45067, חילופי ,"במקום התפתחו חילופי אש כבדים
"
45068, בסן  הוא ,"בסן מרינו הוא סיים חמישי בלבד
"
45070, תשובה ,"בעוד חודשיים נקבל תשובה סופית
"
45072, חייו ,"בקיצור קשים חייו של המתעתק
"
45074, נחל ,"ברובו זורם הנחל בעמק חפר
"
45075, ברוקולי ,"ברוקולי הניח על הערך חשיבות
"
45078, חסידים ,"בתחילה היו לו חסידים מועטים מאד
"
45079, חברי ,"בתמונה לא מופיעים חברי הלהקה
"
45080, גלקסיות ,"בתנאי שיש גלקסיות מוט אחרות
"
45084, גובהו ,"גובהו של סער בהיר להב הוא ממוצע
"
45085, גורם ,"גורם חשוב נוסף הוא בני הנביאים
"
45086,  זה ,"גם "" מעמד "" זה בסדר גמור מבחינתי
"
45087, סינים ,"גם את הכדורגל המציאו הסינים
"
45089, הבדלי ,"גם ביניהם קיימים הבדלי חוקים
"
45090, פרטים ,"גם בספרות לא מצאתי עליו פרטים
"
45091, חזקה ,"גם חזקה קניין הוא מונח משפטי
"
45094, תכונות ,"גם תכונות אחרות נוספו לתאוריה
"
45096, דבורה ,"דבורה הייתה אחרי שמגר בן ענת
"
45098, דמויות ,"דמויות פרסי ג'קסון הדמות הראשית
"
45099, דעתי ,"דעתי האישית באמת לא חשובה כלל
"
45100, חופשת ,"דרך אגב אחלה חופשת ויקי יש לך
"
45102, אגודה ,"האגודה פועלת ללא כוונות רווח
"
45103, האחד ,"האחד הוא קישור אדום האחר כחול
"
45104, איידס ,"האיידס הוא לא גורם המוות היחיד
"
45105, איש ,"האם איש לא חלק על קביעה זו מאז
"
45106, האם ,"האם הגעתי אליו או שמא עוד חסר
"
45107, האם ,"האם היה דיון על ההחלפה הזאת
"
45108, האם  יצירות ,"האם היצירות של באך היו פשוטות
"
45109, קוד ,"האם הקוד של בוט ההחלפות זמין
"
45111, האם ,"האם חייבים לועזית בשם הערך
"
45112, רשות ,"האם יש לך רשות להעלות חומר זה
"
45113, קנס ,"האם שום קנס כספי לא מפחיד אותו
"
45114, שם ,"האם שם הגטו מחנה ריכוז נכון
"
45115, האם ,"האם תוכל להפנות אותי להחלטה
"
45116, אמת ,"האמת היא שבכלל לא חשבתי על זה
"
45117, הבוט ,"הבוט לא עובר על מרחב ויקיפדיה
"
45118, דיון ,"הדיון הזה הוא בזבוז זמן לחינם
"
45119, דרך ,"הדרך שבה הלכת היא טעות חמורה
"
45120, הודעות ,"ההודעות שמחקתי לא היו אזהרות
"
45121, הכנות ,"ההכנות למרד גטו ורשה החלו
"
45122, הוא ,"הוא היה בדיוק כמו זה ואט אט הורחב
"
45123, הוא ,"הוא היה הבכור בין חמישה ילדים
"
45124, הוא ,"הוא לא חזר על זה אפילו בלי אזהרה
"
45125, הוא ,"הוא לא מאוזן מבחינת המבנה שלו
"
45126, הוא ,"הוא משחק בעמדת המגן השמאלי
"
45127, הפניה ,"הוספתי שם הפניה לערך מורחב
"
45128, הוריו ,"הוריו היו שניהם מוזיקאים חובבים
"
45129, חוק  חוק ,"החוק קיבל את השם "" חוק באו מרשל ""
"
45130, חוקר ,"החוקר מנשה הראל פוסל זיהוי זה
"
45131, היא ,"היא לא נוסחה בין מורדים לבין מדינה
"
45132, ראשי ,"היה מראשי תנועת חכמת ישראל
"
45133, משהו ,"היה פה משהו מוזר מאד מבחינתך
"
45134, יום ,"היום הרביעי של חול המועד סוכות
"
45136, הישג ,"הישג זה סימן שתי נקודות חשובות
"
45137, כללו ,"הללו כללו בגדים וכלי מטבח
"
45138, הם ,"הם אולי פחות בעייתיים בעיניך
"
45139, הם ,"הם לא ביצעו טרור באירופה הכבושה
"
45140, הם ,"הם מגלים מבוא חסום בסלע ענק
"
45141, מאמרים ,"המאמרים כאן פתוחים לכל אחד
"
45143, מערך ,"המערך היה מוכן עתה לבחירות
"
45144, מפגש ,"המפגש המתוכנן לא יצא לפועל
"
45145, הבוט ,"הנה תמונה שהבוט עלול למחוק זאת
"
45146, ספק ,"הספק הוא מבחינה אתנית תרבותית
"
45148, עובר ,"העובר על הוראת החוק עונשו קנס
"
45149, עיר ,"העיר אלכסנדריה הורחבה אף היא
"
45151, הערה ,"הערה נוספת על בחירת שם ערך
"
45152, הערות ,"הערות שוליים הם חלק מהערך
"
45153, ערך ,"הערך מנוסח כולו בלשון נקבה
"
45154, ערך  הוא ,"הערך נמחק משום שהוא פרסומי
"
45155, ערך ,"הערך קול ישראל מזעזע גם הוא
"
45156, הפסקה ,"הפסקה שם מתחילה ב "" יש הטוענים ""
"
45157, הצבת ,"הצבת התבניות לא באמת תעזור
"
45158, קביעה  היא ,"הקביעה שבאה אחריו אף היא לא ברורה
"
45159, גזע ,"הרי גם גזע של עץ זה ביולוגיה
"
45160, פלויד ,"הרי לא מדובר באיחוד פינק פלויד
"
45161, שמחה ,"השמחה הייתה על יום ההולדת שלי
"
45163, ערך ,"ואם הערך יורחב בשנה הבאה
"
45164, אני  פתרון ,"ואני באמת לא חושב שיש פתרון
"
45165, אני ,"ואני לא הבנתי איזו מין השחתה זו
"
45167, ו  הוא ,"ובכל זאת יש לו חשיבות והוא נודע
"
45168, שפחות ,"וגם כמה שפחות עבודה יותר טוב
"
45169, ודאי  זה ,"ודאי שזה לא חל על תבניות כגון
"
45171, זה ,"וזה נראה ממש כמו צלעות של אדם
"
45174, זאת  טעות ,"זאת אפילו לא טעות זאת פשוט המצאה
"
45175, זה  יסוד ,"זה היסוד של הצעת הפשרה שלך
"
45176, זה ,"זה יהיה "" על פי מדריך לעיצוב דפים
"
45177, זה ,"זה יהיה גם תקדים לערכים דומים
"
45178, זה ,"זה כבר לא רק עניין של חופש ביטוי
"
45179, זה ,"זה לא חלק מעולם המושגים שלנו
"
45180, זה  מה ,"זה מה שהיה זמין אז מבחינה טכנית
"
45181, זה ,"זה שלא שואלים אותו זו בעיה אחרת
"
45182, זה  שמו ,"זה שמו המוכר בנוסח א ב יהושע
"
45183, זה ,"זה תופס גם לגבי רבים "" עניינים ""
"
45184, זהו ,"זהו אופן ההתפשטות של גל חופשי
"
45185, זו  מדיניות ,"זו המדיניות כרגע גם לתמונות
"
45186, זו ,"זו תהיה התוצאה של הסקריפט שלך
"
45188, אחד ,"חבל שכל אחד קובע תקן חדש
"
45189, חוץ ,"חוץ מזה מזמן לא דיברנו מה שלומך
"
45191, חטיפת ,"חטיפת גלעד שליט כבר לא חדשות
"
45192, חיבור ,"חיבור חשוב נוסף הוא פירושו לתורה
"
45195, יש  אנשים ,"טוב לדעת שיש גם אנשים כמוך
"
45196, טיל ,"טיל נוסף פגע באזור שדרות רוקח
"
45197, יוזף ,"יוזף גבלס שר התעמולה הנאצי
"
45198, יחסו ,"יחסו אל בטהובן היה דו ערכי
"
45201, דברים ,"יש דברים חשובים לדון עליהם פה
"
45204, תחושה  ערך ,"יש לי תחושה עזה שהערך מועתק
"
45205, מה ,"יש לך מושג מה זה "" יקיר אמן חיפה ""
"
45207, ישמעאל ,"ישמעאל חי מאה שלושים ושבע שנים
"
45208, דרכים ,"כאן בויקיפדיה יש דרכים אחרות
"
45209, כולל ,"כולל את מילות השיר של חיים גורי
"
45211, זה ,"כי זה נראה לי כעת פחות מדי ברור
"
45212, טביעת ,"כיום יש רק טביעת כף רגל אחת
"
45213, שכונת ,"כיום נמצאת שם שכונת עין גנים
"
45214, קמבודיה ,"כיום קמבודיה היא מונרכיה חוקתית
"
45219, הוא  טלסקופ ,"כמו כן הוא לא רק טלסקופ מחזיר אור
"
45220, מומחים ,"כמו כן מומחים אלו לא מזוהים בשם
"
45221, רעיון ,"כמובן הרעיון של ערך מורחב
"
45222, אני ,"כן חבל שגם אני לא ראיתי את זה
"
45225, אני ,"כפי שאני רואה זאת אין חמישה כאלה
"
45227, סיבה ,"כרגע אין סיבה בעולם למחוק אותו
"
45228, אתה  חשיבות ,"כרגע אתה בטוח שאין לו חשיבות
"
45230, הוא ,"כשמו כן הוא משחק בשלושה ממדים
"
45232, אני  אתה ,"לא אני חושב שאתה לא הבנת נכון
"
45233, סיבה ,"לא היתה כל סיבה למחוק את הפיסקה
"
45240, לאיזו ,"לאיזו משפחת שפות הן שייכות
"
45241, אני ,"לגבי דבריך אני מסכים חלקית
"
45242, אני ,"לגבי החלוקה אני מסכים עם ד ט
"
45243, חלוקת ,"לדעתם חלוקת הודו הייתה בגידה
"
45244, לורד ,"לורד זה הוא חבר הממשלה הבריטית
"
45245, משמעי ,"לי לא נראה חד משמעי "" חוסר הקשר ""
"
45246, לימוד ,"לימוד נסיונות קודמים נעשה חלקית
"
45247, תקופת ,"לכל היותר לגבי תקופת חייו
"
45248, חשיבות ,"לכן נראה לי שיש חשיבות לערך
"
45251, זה ,"לכתוב "" קהל רחב "" זה טעות לדעתי
"
45253, למה ,"למה "" בעלי הכוח "" חשובים פה יותר
"
45255, מות ,"למה שמות מיזמי האחות באנגלית
"
45256, זה ,"למחוק אותו ככה זה ממש לא לעניין
"
45257, עניין ,"למעשה גם עכשיו העניין פתוח
"
45263, היא ,"מאז היא לקחה הפסקה ארוכה מדי
"
45265, מבחינה  הוא ,"מבחינה זו הוא עובר את הרף שלנו
"
