,subject,sentence
4595, תנאים ,"לא הייתי מציע למחוק אותם אם התנאים שהזכרת היו מתקיימים
"
4598, הסכמה ,"לאחר שתהיה הסכמה או אי התנגדות לאיחוד שימי את התבנית
"
4600, לאנג ,"לאנג שהיה יהודי נמלט למערב בעת עליית הנאצים לשלטון
"
4601, חנוכה ,"לגבי השימוש שעשה בדף המשתמש לא פנה חנוכה לתחום האפור
"
4603, פגם  ו ,"לדעתי יש פגם בביטויים האלו ואשמח לשמוע את דעת הקהילה
"
4604, שמעון  הוא ,"לימים קיבל שמעון את השם פטרוס והוא נחשב לאפיפיור הראשון
"
4606, לכן  זה ,"לכן אינני סבור שזה יהיה נכון למחוק את המקומות האחרונים
"
4607, חשבתי  מילה ,"לכן חשבתי שהמילה גירוש עלולה להיות בעייתית ולא מדוייקת
"
4608, תומכי  תבנית ,"למיטב זכרוני אם יש שני תומכי חשיבות צריך להסיר התבנית
"
4609, מרקס ,"מאז מרקס היה אחד השחקנים החשובים ביותר של הנבחרת
"
4610, אני ,"מאחר שאני מכיר את הערך חבל להסירו מרשימת המומלצים
"
4611, זו ,"מבחינה מתמטית פורמלית זו נקודת שיווי משקל נאש של המשחק
"
4613, דרך ,"מה היא אתם חושבים הדרך הנכונה לטפל בתגובות כמעין אלו
"
4614, מה ,"מה לגבי גורמים פנים ישראליים שאולי התרחשו בתקופה הזאת
"
4615, מהלך ,"מהלך המשחק על מנת לשחק נדרשים שלושה עד שישה שחקנים
"
4617, התחייבות ,"מעולם לא ניתנה התחייבות כזאת לפלסטינים בשום הסכם או מסמך
"
4618, מצטער  צורך ,"מצטער אם חשבת שלא התייחסתי ראיתי ולא ראיתי צורך להגיב
"
4620, אני ,"משום מה אני בוחר להסתפק במספר מועט של חברים אמיתיים
"
4621, בחינה ,"נדרשת בחינה מחדש של מדיניות החסימה לוויקיפדים ותיקים
"
4622, נוסח  שינוי  מקורם ,"נוסח חדש שינוי נוסף מאפיין חוקים שמקורם בשלטון המנדט
"
4623, ניקו ,"ניקו יכול לגלוש באינטרנט דרך מחשבים בבתי קפה או בביתו
"
4625, ספרים ,"ספרים רבים מעל למאה כוללים תשובות שלו לשאלות המחברים
"
4629, יקיפד ,"על כן כאשר ויקיפד מסוים מבקש ראוי להחזיר את התבנית
"
4630, ערכי ,"ערכי זבל חדשים הם אחת ההשחתות הקלות ביותר לאיתור
"
4631, קשרים ,"קשרים מועטים בלבד נוצרו בין שתי המדינות לאורך ההיסטוריה
"
4632, ראשית ,"ראשית תן לי להתנצל על עריכתי בערך הנוער העובד והלומד
"
4633, רמת  דרום ,"רמת הנשיא שכונה חדשה יחסית בחלקה הדרום מזרחי של העיר
"
4635, אימפריה ,"רק במאה הרביעית קיבלה על עצמה האימפריה הרומית את הנצרות
"
4636, ראש ,"רק במקרים חריגים נבחן גם ראש הממשלה על ענייני כלכלה
"
4637, ישנם  ישראלים  זה ,"שמעתי שישנם ישראלים הנוסעים לטייל במרוקו האם זה חוקי
"
4638, משהו ,"תמיד אפשר להוסיף דברים נוספים העיקר שלפחות משהו יהיה
"
4640, אתה ,"אבל אתה הוכחת וממשיך להוכיח שפשוט אי אפשר לסמוך עליך
"
4641, התנגדות ,"אבל ממש אין לי התנגדות להמשך הפרוייקט במתכונתו הנוכחית
"
4643, הוא ,"אולם בדומה להארי הוא למעשה ראה את משפחתו בחיים וביחד
"
4644, אי ,"אי לכך ניתן להשתמש בתמונה זו בערך המבורג כדוריד בלבד
"
4645, אי ,"אי לכך ניתן להשתמש בתמונה זו בערך מרקורי מגזין בלבד
"
4646, מקור ,"איזה מקור לדעתך כן יהיה ראוי מספיק בשביל ויקיפדיה העברית
"
4647, דף ,"איך אפשר להוריד את ההודעה בעמוד הראשי שהדף דורש שכתוב
"
4648, דעותיהם ,"אינך חייב לקרוא את הנימוקים או דעותיהם של האנשים האחרים
"
4649, אלברט ,"אלברט איינשטיין כותב מכתב לנשיא רוזוולט על פיתוח נשק גרעיני
"
4650, אתה ,"אם אתה מסכים עם המשתמש החדש תרגיש חופשי לשנות בהתאם
"
4651, אתה  עלית ,"אם אתה מתכוון לערך השני שהעלית הועלתה בקשה למחוק אותו
"
4652, אני  אני ,"אני אתקן ואני גם חושב שצריך להסיר את ההגנה מהערך
"
4653, אני ,"אני מסכים עם מגיסטר המשימה הזו גדולה עלינו לפחות בינתיים
"
4654, אני  עובדות ,"אני מקווה שבמשך הזמן יהיו בערך יותר עובדות ופחות טענות
"
4655, אני ,"אני סבור שיש למנוע גם ממשתמשים רשומים את עריכת הערך
"
4656, חמת ,"את התקציר תוכל לכתוב בדף ערכים מומלצים ערכים חמת גדר
"
4658, זה ,"בכל מסגרת אפשר למחות על מגבלות חופש הביטוי וזה מקובל
"
4661, הם ,"במהלך ההופעות הם נהגו גם לשוחח עם הקהל בין השירים
"
4664, מומלצים ,"בעמוד הראשי מופיעים שלושה מומלצים חדשים ואחד ותיק בשבוע
"
4666, גילגמש ,"גילגמש פורש חוזר ועוד מציעים לבטל את הרשאת המפעיל שלו
"
4667, גלריית  אני ,"גלריית דגלים לפי צבעים תעזור לענות על השאלה שאני שאלתי
"
4668, דמויות  מארק ,"דמויות ראשיות מארק כהן במאי קולנוע תיעודי דמות המספר בהצגה
"
4669, אולימפיאדה  שנה ,"האולימפיאדה באותה שנה שנערכה בלוס אנג'לס שינתה את התמונה
"
4670, איש  ביוגרפיה ,"האיש חי במאה העשרים איך ייתכן שאין ביוגרפיה מסודרת שלו
"
4671, האם ,"האם יש ליצור תבניות מפורטות יותר למשפחות השפות השונות
"
4672, מאמר ,"האם יש מאמר בכתב עת פסיכולוגי רציני התומך בדברים האלה
"
4673, שולחן ,"האם לא ניתן לכתוב ערכים הקשורים להלכה ע""פ השולחן ערוך
"
4674, האם  תוכל  בבקשה ,"האם תוכל בבקשה לכתוב את המקורות בהם השתמשת בכתיבתו
"
4675, בעיה  אני ,"הבעיה היא שכנראה אני כרגע כמעט היחיד פה שמתעניין בתחום
"
4676, דבר ,"הדבר היקר ביותר במערכות של קרן ויקימדיה הוא כוח חישוב
"
4677, הוא ,"הוא השיג עבודה כעוזר של מנהל במה בלהקת תיאטרון בשיקגו
"
4678, כנסייה  שמועות ,"הכנסייה הרוסית התנגדה למהלך אך השמועות בעם היו חזקות
"
4679, מגילה ,"המגילה הינה חיבור הלכתי שכוללת שכתוב של חלקים מן התורה
"
4680, מושג ,"המושג זכויות בעלי חיים לא נכנס לשימוש אלא בעידן המודרני
"
4681, מלט  ברכה ,"המלט נפרד בדרכו לגלות באנגליה ומבקש ברכה מפי האב
"
4682, מלך ,"המלך היה ידוע ביכולתו לגרום לאנשים לדבר אחד עם השני
"
4683, מסורות ,"המסורות המקוריות של בני השבט נשמרו גם בתקופה הקלאסית
"
4684, משתמש ,"המשתמש יכול לחפש כתובת ולקבל את מיקומה על גבי המפה
"
4685, נבחרת ,"הנבחרת העפילה שלוש פעמים לגביע העולם בכדורגל נשים
"
4686, נסיבות  בחירת ,"הנסיבות כאמור מורכבות ולפיכך בחירת מינוח מתאים בעייתית
"
4687, ערך ,"הערך מבלבל בין פשעים כנגד האנושות לבין פשעי מלחמה
"
4688, פעולה ,"הפעולה התבצעה על פי הפקודה אלא שבפועל התרחבה הרבה יותר
"
4689, רעיון  נראה ,"הרעיון לחלק נזק גופני נראה להם בלתי מתקבל על הדעת
"
4690, תבנית ,"התבנית הזו עלולה להכשיר זמנית ערכים חסרי מקורות או ביסוס
"
4691, תוכל  תמונות ,"התוכל לקשר למקום שבו נכתב שהתמונות הללו הן חופשיות
"
4692, דרך ,"ודרך אגב אלמוג כלל לא השתתף בוויכוח הפוליטי שהתפתח
"
4693, זה  תעתיק ,"זה התעתיק הקיים בוויקיפדיה העברית ולכן חייבים לדבוק בו
"
4694, זכותך ,"זכותך להביא את הנושא הזה לבירור באיזה פורום ויקיפדי שתרצה
"
4695, זמנה ,"זמנה של הסעודה הוא בשעות אחר הצהריים לאחר תפילת המנחה
"
4697, ימין ,"ימין המוסד החינוכי החשוב בעיר כיום הוא אוניברסיטת תל אביב
"
4698, ו ,"ישנן מאות להקות ואלפי זמרים אי אפשר לעקוב אחרי כולם
"
4699, ישראל ,"ישראל סיימה את הקמפיין במקום הרביעי ולא העפילה למונדיאל
"
4701, אולימפיאדה ,"כאשר נערכה האולימפיאדה פעם אחת יש להסיר את הסוגריים
"
4705, פונקציה ,"לפונקציה רציפה תמיד יש פונקציה קדומה זה בעצם המשפט היסודי
"
4706, ערך ,"מאחר והערך רומנים כ""כ קטן כרגע חשבתי שמוטב לאחד
"
4707, אני  זו  זה ,"מבחינה ביולוגית ואני מניח שזו הייתה כוונתך זה אכן חיובי
"
4708, ניסוח ,"מבחינתי כל ניסוח כללי יהיה בסדר הבעיה היא בגלישה לפרטים
"
4709, מורשתו ,"מורשתו של ריצ'רד ריצ'רד נחשב עד היום לדמות שנויה במחלוקת
"
4710, סימפסון ,"סימפסון התפרסמה לראשונה בסוף שנות התשעים של המאה העשרים
"
4711, עבד ,"עבד רבו היה לחבר בממשלתו של ערפאת ברשות הפלסטינית
"
4712, עבודתו ,"עבודתו את הקריירה המקצועית שלו החל בלהקת חיל השריון
"
4717, קבצים ,"קבצים בוויקישיתוף מסווגים בשיטת הקטגוריות של מדיה ויקי
"
4718, מקורות ,"קיימים מקורות סותרים באשר למועד תחילת הקמתו של המסגד
"
4719, קשרי  פנים ,"קשרי אנוש טובים יש פנים מול פנים פחות באמצעים אלקטרוניים
"
4720, מה ,"ראו מה שקרה אך לאחרונה בהצבעה על מוות בוונציה שכתבתי
"
4721, עבודה ,"ראיתי שאת עשית קצת עבודה על ערכי אדולף היטלר בויקיפדיה
"
4722, ראשי ,"ראשי המייסדים היו נסים זאב ושלמה דיין לימים חברי כנסת
"
